,Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
0,52491,Mediterranean,14-Oct-19,2019,Oct,2.0,,2,33.0,,,2.0,Drowning,"Off the coast of Alt?nova, Ayval?k, Bal?kesir province, Turkey","IOM Turkey, Turkish Coast Guard","39.207629332807, 26.683134343416",Eastern Mediterranean,"http://bit.ly/2IM85We, http://bit.ly/2IMOxAY, http://bit.ly/2oDGHmo",Uncategorized,5
1,52496,Europe,14-Oct-19,2019,Oct,2.0,,2,,,2.0,1.0,Drowning,"Bodies recovered on Le Touquet, Pas-de-Calais, France","Franceinfo, Le Monde","50.524419783820, 1.556037455696",,"http://bit.ly/2pm5ZW8, http://bit.ly/32kxFt6",Western Europe,3
2,52495,Central America,12-Oct-19,2019,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo, near La Playita, Reynosa, Tamaulipas, Mexico","El Mañana, Milenio","26.144549816768, -98.332108082516",,"http://bit.ly/35tCuCp, http://bit.ly/2piU7V7",Central America,3
3,52494,Central America,11-Oct-19,2019,Oct,3.0,,3,8.0,,3.0,,Drowning,"Off the coast of Tonalá, between Puerto Arista and Paredón, Chiapas, Mexico (Pacific Sea)","Instituto Nacional de Migración, El Universal, Al Jazeera, Debate","15.880321192613, -93.833002001726",,"http://bit.ly/2pmU6PG, http://bit.ly/2MeL8gy, http://bit.ly/2nNszGY, http://bit.ly/2MdZLkf",Central America,5
4,52489,Europe,9-Oct-19,2019,Oct,3.0,,3,12.0,,1.0,,Vehicle Accident,"Road near Areti, 40km northeast of Thessaloniki, Greece","IOM Greece, Ekathimerini","40.740769378941, 23.256371964803",,http://bit.ly/2VsDDpg,Southern Europe,4
5,52493,Africa,9-Oct-19,2019,Oct,1.0,,1,,,1.0,1.0,Vehicle Accident,"Road near Béni Ensar, Nador, Morocco, near border with Melilla",Association Marocaine des Droits Humains - Section Nador,"35.262748226875, -2.937650888372",,http://bit.ly/2OLElNe,Northern Africa,4
6,52492,Central America,8-Oct-19,2019,Oct,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near Calle Azteca Sur and Bulevar del Río Españita, San Luis de Potosí, Mexico",Pulso Diario de San Luis,"22.142526392848, -100.962295713920",,http://bit.ly/2BcWMlT,Central America,1
7,52483,Mediterranean,7-Oct-19,2019,Oct,13.0,15.0,28,22.0,13.0,,4.0,Drowning,Off the coast of Lampedusa - boat departed from Tunisia,IOM Italy,"35.210549549164, 12.180541076066",Central Mediterranean,"http://bit.ly/30SkUof, http://bit.ly/2IvbHf3, http://bit.ly/2p4cZXP",Uncategorized,4
8,52488,Central America,7-Oct-19,2019,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo, near colonia Carmen Serdán, Reynosa, Tamaulipas, Mexico",Hoy Tamaulipas,"26.103672229764, -98.287409076176",,http://bit.ly/2MrDr5r,Northern America,1
9,52482,Central America,6-Oct-19,2019,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico","Vox Pópuli, Minuto Uno Tamaulipas","25.900890221875, -97.525930965196",,"http://bit.ly/30QheDy, http://bit.ly/2Oypbe9",Central America,3
10,52487,Central America,5-Oct-19,2019,Oct,1.0,,1,4.0,,1.0,,Dehydration,"Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, El Sol del Bajío, Periódico Correo","28.470756944660, -99.924087355632",,"http://bit.ly/2BcGyJy, http://bit.ly/2MsQDHw, http://bit.ly/3108o5Z",Northern Africa,5
11,52480,Mediterranean,4-Oct-19,2019,Oct,1.0,,1,65.0,,1.0,1.0,Unknown,"During medical evacuation to Almería, Spain - after being rescued from a boat in the Alboran Sea, 44 miles south-east of Motril, Granada","Caminando Fronteras, EFE, AFP","36.778630672371, -2.499724435320",Western Mediterranean,"http://bit.ly/2LRkv18, http://bit.ly/31SIXVb, http://bit.ly/2Ot2zeH",Uncategorized,4
12,52481,Central America,4-Oct-19,2019,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo, near poblado Los Guerra Viejo, Miguel Alemán, Tamaulipas, Mexico",Hoy Tamaulipas,"26.396783686456, -99.078156497984",,http://bit.ly/2oV1jqi,Central America,1
13,52478,Central America,3-Oct-19,2019,Oct,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near San Juan Evangelista, Veracruz, Mexico","Diario de Xalapa, Al Calor Político","17.887207400000, -95.138674200000",,"http://bit.ly/31TXXT5, http://bit.ly/2pUKrk1",Central America,3
14,52479,Central America,3-Oct-19,2019,Oct,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Ejido Adolfo López Mateos (KM213 of Carretera Ribereña, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Diario de Ciudad Victoria","27.435807331497, -99.495251713848",,"http://bit.ly/30WgBIu, http://bit.ly/2LTjS79",Central America,3
15,52485,Africa,3-Oct-19,2019,Oct,1.0,,1,,1.0,,,Unknown,"Body recovered near Bouyafar, Morocco",Association Marocaine des Droits Humains - Section Nador,"35.229522200000, -3.127785400000",,http://bit.ly/2OyEMu4,Northern Africa,4
16,52486,Africa,3-Oct-19,2019,Oct,1.0,,1,,,1.0,,Unknown,"Zouerate, Tiris Zemmour region, Mauritania","Criden, Rewmi","22.772552299960, -12.504464880242",,"http://bit.ly/33gwxqC, http://bit.ly/33mFmPU",Western Africa,3
17,52477,Central America,2-Oct-19,2019,Oct,1.0,,1,,,1.0,,Dehydration,"Near Los Galván Ranch, between Texas State Highway 83 and 44, Webb County, Texas, USA","Laredo Daily, Familias Unidas en Busca de una Esperanza","28.025147800000, -99.548918700000",,"http://bit.ly/2Iuy30m, http://bit.ly/31Rxvte",Northern America,3
18,52468,Europe,1-Oct-19,2019,Oct,2.0,,2,,,2.0,,Drowning,"Lake Sot, near id, Voivodina, Serbia - near border with Croatia","IOM Serbia, Telegraf","45.158752305501, 19.339737369364",Western Balkans,http://bit.ly/2mYdFNG,Southern Europe,4
19,52467,Africa,30-Sep-19,2019,Sep,1.0,,1,,,1.0,,Vehicle Accident,"Mohammed V Airport in Casablanca, Morocco - inside the landing gear of a Royal Air Morocco aircraft coming from Conakry, Guinea","Le 360, 20minutes","33.369970400000, -7.585723100000",,"http://bit.ly/2nNGkp2, http://bit.ly/2nF3LB0",Northern Africa,3
20,52466,Central America,29-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Leehman ranch, Eagle Pass, Maverick County, Texas, USA","Zócalo, SuperChannel12","28.738417958720, -100.507007749200",,"http://bit.ly/2pog4lF, http://bit.ly/2oBk3L1",Northern America,3
21,52461,Mediterranean,28-Sep-19,2019,Sep,1.0,,1,20.0,,1.0,1.0,Drowning,"Off the coast of Krichtel, wilaya of Oran, Algeria","ObservAlgérie, ALG24","35.980436749635, -0.492110075391",Western Mediterranean,"http://bit.ly/2oxNHRq, http://bit.ly/2mmp9dy",Uncategorized,3
22,52462,Mediterranean,28-Sep-19,2019,Sep,18.0,35.0,53,3.0,1.0,6.0,,Drowning,"Off the coast of Mohammédia, Morocco","Caminando Fronteras, APDHA, Association Marocaine des Droits Humains - Section Nador","33.650995541550, -7.494747852482",Western Mediterranean,"http://bit.ly/2n7pdy1, http://bit.ly/2mhRwcH, http://bit.ly/2ovqsHF, http://bit.ly/2nRm8CL, http://bit.ly/2mYFYLY, http://bit.ly/2nDSSzq, http://bit.ly/2OqTFyl, http://bit.ly/31TNNlj, http://bit.ly/2LR6YXl",Uncategorized,4
23,52465,Central America,28-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Las Piedras, Reynosa, Tamaulipas, Mexico",Hoy Tamaulipas,"26.076436013840, -98.232415824346",,http://bit.ly/2nD4X7X,Central America,1
24,52459,Mediterranean,27-Sep-19,2019,Sep,7.0,,7,12.0,2.0,,5.0,Drowning,"Off the coast of Oinousses, Greece",IOM Greece,"38.519212404679, 26.320742344141",Eastern Mediterranean,,Uncategorized,4
25,52460,Mediterranean,27-Sep-19,2019,Sep,1.0,,1,5.0,,,,Drowning,"37 nautical miles north of Ténès, wilaya of Chlef, Algeria",TSA Algérie,"36.574984368876, 1.298778125781",Western Mediterranean,http://bit.ly/2oCdyI3,Uncategorized,1
26,52464,Central America,27-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, Rancho El Porvenir, near Nuevo Laredo, Tamaulipas, Mexico","La Tarde, La Vanguardia","27.263884114760, -99.455439943894",,"http://bit.ly/2plKQeW, http://bit.ly/2nD3lep",Central America,3
27,52458,Mediterranean,26-Sep-19,2019,Sep,,7.0,7,3.0,,7.0,,Drowning,"20 miles off the coast of Alicante, Spain",Diario Información,"38.245239670844, -0.299798048828",Western Mediterranean,http://bit.ly/2m2KvMZ,Uncategorized,3
28,52456,Mediterranean,25-Sep-19,2019,Sep,1.0,1.0,2,6.0,,,,Drowning,"22 nautical miles north of Damous, wilaya of Tipaza, Algeria","TSA Algérie, Xinhua","36.735605101366, 1.667305168400",Western Mediterranean,"http://bit.ly/2mUNHtS, http://bit.ly/2lkK5kH",Uncategorized,3
29,52463,Mediterranean,25-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Body washed ashore near Tripoli, Libya",UNHCR via The Libya Observer,"32.910341135368, 13.241253602079",Central Mediterranean,https://twitter.com/Lyobserver/status/1176801039774887936,Uncategorized,1
30,52475,Central America,25-Sep-19,2019,Sep,1.0,,1,,,1.0,,Unknown,"Ranch located east of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.120335346567, -98.090651851496",,http://bit.ly/31V1r7M,Northern America,1
31,52476,Central America,25-Sep-19,2019,Sep,1.0,,1,,,1.0,,Unknown,"Ranch located north of USBP checkpoint on US Highway 281 near Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.159316849220, -98.202154891570",,http://bit.ly/31V1r7M,Northern America,1
32,52455,Middle East,24-Sep-19,2019,Sep,6.0,,6,27.0,,,,Vehicle Accident,"Reyhanl?-Antakya highway, near Reyhanl?, Hatay, Turkey","Hürriyet, CNN Türk","36.241342360494, 36.574383137850",,"http://bit.ly/2mQY2Ht, http://bit.ly/2mlB37b",Western Asia,3
33,52474,Mediterranean,24-Sep-19,2019,Sep,,1.0,1,6.0,,1.0,1.0,Drowning,"20 miles off the coast of Cartagena, Murcia, Spain - boat departed from Mostaganem, Algeria",La Verdad,"37.253252681247, -0.705211109395",Western Mediterranean,http://bit.ly/2OqaE3W,Uncategorized,3
34,52454,Central America,23-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Matamoros, Tamaulipas, Mexico",El Diario de Ciudad Victoria,"25.875635516654, -97.473025612357",,https://bit.ly/2nu0UKH,Uncategorized,1
35,52453,Central America,22-Sep-19,2019,Sep,2.0,,2,,,2.0,,Hyperthermia,"Near Carrizo Springs, Dimmit County, Texas, USA",Zócalo,"28.482962436929, -99.919967482585",,https://bit.ly/2lVHCNN,Northern America,1
36,52450,Central America,21-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Guardados de Arriba, Miguel Alemán, Tamaulipas, Mexico","El Sol de Tampico, Hoy Tamaulipas","26.394748604205, -98.955283123743",,"https://bit.ly/2m95op7, https://bit.ly/2kXNhCx",Central America,3
37,52448,Mediterranean,20-Sep-19,2019,Sep,,1.0,1,14.0,1.0,,1.0,Drowning,"Off the coast of Bodrum, Mu?la province, Turkey","Aegean Boat Report, Turkish Coast Guard","36.973557207271, 27.403074179688",Eastern Mediterranean,"https://bit.ly/2moJgav, https://bit.ly/2kAum0u",Uncategorized,5
38,52449,Central America,20-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Ébanos Sur, Gustavo Díaz Ordaz, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana","26.244371396482, -98.557419014857",,"https://bit.ly/2mna62K, https://bit.ly/2m35K0E",Central America,3
39,52452,Central America,20-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near International Bridge 1, Eagle Pass, Texas, USA",La Rancherita del Aire,"28.707751107681, -100.511400588450",,https://bit.ly/2nuRqPr,Northern America,1
40,52446,Europe,19-Sep-19,2019,Sep,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near Gradsko, North Macedonia",AP,"41.579840271918, 21.945251077734",Western Balkans,https://bit.ly/2m9NfHN,Southern Europe,1
41,52447,Mediterranean,19-Sep-19,2019,Sep,1.0,,1,,,1.0,,Violence,"Abusitta disembarkation point in Tripoli, Libya - hours after being intercepted at sea and returned to shore by the Libyan C",IOM Libya,"32.909021015328, 13.220013560791",Central Mediterranean,https://bit.ly/2lX2fc5,Uncategorized,4
42,52440,Mediterranean,18-Sep-19,2019,Sep,,4.0,4,6.0,,,,Drowning,"Off the coast of Djerba, Tunisia",IOM Tunisia,"34.171158953801, 11.255912929033",Central Mediterranean,,Uncategorized,4
43,52445,Mediterranean,18-Sep-19,2019,Sep,9.0,4.0,13,5.0,,9.0,,Drowning,"Off the coast of Cap Djinet, 20 km east of Boumerdès","El Watan, La Dépêche de Kabylie, Caminando Fronteras","36.983728473300, 3.638158139063",Western Mediterranean,"http://bit.ly/2kUikyX, https://bit.ly/2l04Lhs, https://bit.ly/2kO2KFk",Uncategorized,4
44,52457,Mediterranean,18-Sep-19,2019,Sep,1.0,,1,1.0,,1.0,,Drowning,"Off the coast of Melilla, Spain","Público, Uprising Today","35.320439624103, -2.948396982617",Western Mediterranean,"http://bit.ly/2lxUnOj, http://bit.ly/2nDE7fl",Uncategorized,3
45,52435,Central America,17-Sep-19,2019,Sep,1.0,,1,,,1.0,,Extended Sickness,"Near migrant shelter San Francisco, Tehuacán, Puebla, Mexico","Milenio, El Sol de Puebla","18.509727048315, -97.409583062974",,"http://bit.ly/2m2ogGj, http://bit.ly/2lUWqMo",Central America,3
46,52436,Central America,17-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near ejido Centinela, Piedras Negras, Coahuila, Mexico",Contrapunto,"28.727462890595, -100.507922294930",,http://bit.ly/2kt1cAo,Central America,1
47,52437,Central America,17-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Canal next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA","El Paso Times, La Jornada","31.753616299345, -106.417258984670",,"http://bit.ly/2kSBxRB, http://bit.ly/2m0utCE",Northern America,3
48,52438,Mediterranean,17-Sep-19,2019,Sep,3.0,,3,8.0,,3.0,,Drowning,"Five nautical miles north of Cap Falcon, Oran, Algeria","Ministry of Defence of Algeria, Association Marocaine des Droits Humains - Section Nador","36.042293320857, -0.509071856820",Western Mediterranean,"http://bit.ly/2lYF554, http://bit.ly/2leSiXq",Uncategorized,5
49,52439,Mediterranean,17-Sep-19,2019,Sep,3.0,4.0,7,9.0,,,,Drowning,"Off the coast of Sfax, Tunisia",IOM Tunisia,"34.589760230843, 10.937168074215",Central Mediterranean,,Uncategorized,4
50,52441,Mediterranean,17-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)",Association Marocaine des Droits Humains - Section Nador,"35.247147751476, -3.164730754659",Western Mediterranean,http://bit.ly/2m4ywxN,Uncategorized,4
51,52434,Central America,16-Sep-19,2019,Sep,1.0,,1,,1.0,,,Drowning,"Río Bravo, near Donna-Río Bravo International Bridge, Tamaulipas, Mexico","El Mañana, Vox Pópuli","26.066558587779, -98.076219015077",,"http://bit.ly/2mjInzX, http://bit.ly/2kHZJq5",Central America,3
52,52428,Central America,14-Sep-19,2019,Sep,3.0,,3,11.0,,,,Drowning,"Off the coast of Playa Martinica, Aguadilla, Puerto Rico",US Border Patrol,"18.513426343887, -67.150985613449",,"http://bit.ly/2mivS7Y, http://bit.ly/2mjbKma, http://bit.ly/2m0vPNJ",Caribbean,5
53,52433,Central America,14-Sep-19,2019,Sep,2.0,,2,,,2.0,,Drowning,"Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","Zócalo, SuperChannel 12","28.727691607932, -100.508059818540",,"http://bit.ly/2mi3D9f, http://bit.ly/2mmU218",Central America,3
54,52444,Central America,14-Sep-19,2019,Sep,1.0,,1,,,1.0,,Unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.962501412677, -98.293211366797",,https://bit.ly/2l1grRh,Northern America,1
55,52426,Mediterranean,13-Sep-19,2019,Sep,,4.0,4,1.0,,,,Presumed drowing,"15 miles off the coast of Marettimo, Sicily, Italy",IOM Italy,"37.949458912014, 11.983127132731",Central Mediterranean,http://bit.ly/2kmw0CP,Uncategorized,4
56,52427,Central America,13-Sep-19,2019,Sep,1.0,,1,,,1.0,,Dehydration,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.975419020731, -98.236322802092",,http://bit.ly/2mdSO89,Northern America,1
57,52451,Central America,13-Sep-19,2019,Sep,1.0,,1,,,1.0,,Unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.932000971238, -98.226225375945",,http://bit.ly/2mOowJI,Northern America,1
58,52391,Central America,12-Sep-19,2019,Sep,1.0,,1,,,1.0,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.654940500000, -112.088417200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
59,52425,Europe,12-Sep-19,2019,Sep,1.0,,1,8.0,,,,Vehicle Accident,"Egnatia highway, near Komotini, Greece","Ekathimerini, Voria, IOM Greece","41.094866935213, 25.406005057255",,"http://bit.ly/2mkfdAX, http://bit.ly/2lY1sYc",Southern Europe,4
60,52405,Central America,11-Sep-19,2019,Sep,2.0,,2,35.0,1.0,1.0,1.0,Drowning,"Río Bravo, near San Felipe Creek, Del Rio, Val Verde County, Texas","CNN, Univisión, Telemundo","29.326039842099, -100.919307459890",,"https://cnn.it/2mmuLE9, http://bit.ly/2kHXZ00, https://tlmdo.co/2lZ6zrh",Northern America,3
61,52424,Middle East,9-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Evros/Meriç river, near Yenikad?n, Edirne, Turkey","CNN Türk, Hurriyet","41.686784185245, 26.437765783120",,"http://bit.ly/2mkfAeP, http://bit.ly/2kBGxdz",Western Asia,3
62,52000,Europe,7-Sep-19,2019,Sep,1.0,,1,,,1.0,,Fatal Injuries,"Body recovered in Dora river, near Bardonecchia, Piamonte, Italy","Il Corriere de la Sera, La Reppublica","45.079408592493, 6.700213388391",Italy to France,"http://bit.ly/2lDG4ro, http://bit.ly/2m7kCv2",Southern Europe,3
63,52001,Africa,7-Sep-19,2019,Sep,1.0,,1,,,1.0,,Violence,"Bolingo forest, near Nador, Morocco","Association Marocaine des Droits Humains - Section Nador, Caminando Fronteras","35.204391764075, -2.925109863281",,"http://bit.ly/2k6OFlN, http://bit.ly/2knuWi5, http://bit.ly/2m1WIRr",Northern Africa,4
64,51998,Central America,6-Sep-19,2019,Sep,1.0,,1,,,1.0,,Extended Sickness,"Hospital in San Antonio, Texas after being rescued from the Río Bravo near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,"29.424121900000, -98.493628200000",,http://bit.ly/2lEKVbI,Northern America,5
65,51999,Mediterranean,6-Sep-19,2019,Sep,1.0,,1,13.0,1.0,,,Extended Sickness,"Samos hospital shortly after being rescued off the coast of Kokkari, Samos, Greece",IOM Greece,"37.754785700000, 26.977770100000",Eastern Mediterranean,http://bit.ly/2kylsk3,Uncategorized,4
66,51997,Central America,5-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near poblado Venecia, Reynosa, Tamaulipas, Mexico","Hoy Tamaulipas, El Mañana","26.095001305916, -98.273011631016",,"http://bit.ly/2m7mXpO, http://bit.ly/2lJkhi4",Central America,3
67,52432,Mediterranean,5-Sep-19,2019,Sep,,4.0,4,,,4.0,,Presumed drowing,"Off the coast of Bouyafar, Morocco (Alboran Sea)","El Faro de Ceuta, EFE, Association Marocaine des Droits Humains - Section Nador","35.837725415025, -3.356083848156",Western Mediterranean,"http://bit.ly/2lQNNm0, http://bit.ly/2lVZckA, http://bit.ly/2kPqHfk, http://bit.ly/2mqcdTC",Uncategorized,4
68,52407,Central America,4-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Eagle Pass, Maverick County, Texas, USA",La Rancherita del Aire,"28.719389776553, -100.507124167020",,http://bit.ly/2lSl3cg,Northern America,1
69,51993,Mediterranean,3-Sep-19,2019,Sep,,15.0,15,2.0,,,,Drowning,"40 miles south-east of Cabo de Gata, Almería, Spain","Salvamento Marítimo via eldiario.es, La Voz de Almería, El Watan","36.592468317565, -1.720397814063",Western Mediterranean,"http://bit.ly/2lBlUhn, http://bit.ly/2jWcigQ, http://bit.ly/2m1iHYV, http://bit.ly/2kpb1iz",Uncategorized,3
70,51994,Asia,3-Sep-19,2019,Sep,1.0,,1,,,1.0,,Fatal Injuries,"Myanmar-Bangladesh border, near Gundum border town","AFP, BDnews24","21.191071718689, 92.183833394287",,"http://bit.ly/2kthQzC, http://bit.ly/2ktqRsz",South-eastern Asia,3
71,52412,Central America,2-Sep-19,2019,Sep,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near Santa Ana Chiautempan, Tlaxcala, Mexico",Puebla Roja,"19.314037774345, -98.190767327239",,http://bit.ly/2kj1ud2,Central America,1
72,52423,Middle East,2-Sep-19,2019,Sep,1.0,,1,,,1.0,,Drowning,"Irrigation canal in Yenikarpuzlu, ?psala, Edirne, Turkey","EASO Social Media Monitoring Reports, Hurriyet, CNN Türk","40.825420088134, 26.292042608479",,"http://bit.ly/2mkiikB, http://bit.ly/2kzS4dj",Western Asia,3
73,51984,Mediterranean,1-Sep-19,2019,Sep,1.0,,1,,,1.0,1.0,Vehicle Accident,"Port of Ceuta, Spain",El Faro de Ceuta,"35.893350500000, -5.320966600000",Western Mediterranean,"http://bit.ly/2knjgvs, http://bit.ly/2lo2Kvs",Uncategorized,3
74,51986,Africa,1-Sep-19,2019,Sep,11.0,,11,3.0,,,,Vehicle Accident,"400km north of Bordj Badji Mokhtar, en route to Reggane, Adrar, Algeria","El Watan, Réflexion, ALG24","24.404460353983, -0.316673172573",,"http://bit.ly/2ls8dBC, http://bit.ly/2knudgA, http://bit.ly/2lu3Zcy",Northern Africa,3
75,51992,Central America,1-Sep-19,2019,Sep,1.0,,1,,,,,Drowning,"American Canal near El Paso, El Paso County, Texas, USA",US Border Patrol,"31.751634695944, -106.492510924610",,http://bit.ly/2lzTlky,Northern America,5
76,52416,Central America,31-Aug-19,2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.545539900000, -111.307293900000",,http://www.humaneborders.info/,Northern America,5
77,51985,Africa,29-Aug-19,2019,Aug,1.0,22.0,23,9.0,,,,Drowning,"65km north of Dakhla, Western Sahara Territory / Morocco - en route to the Canary Islands","Alarm Phone, Dakhla News, Hespress, Alyaoum 24","24.781866727395, -16.246628178823",Western African,"http://bit.ly/2jZELTa, http://bit.ly/2lV0jAV, http://bit.ly/2knMri8, http://bit.ly/2knMri8, http://bit.ly/2jVpbYy, http://bit.ly/2lq9LMl",Western Africa,4
78,51979,Central America,28-Aug-19,2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near congregación Los Rodríguez, Piedras Negras, Coahuila, Mexico","Zócalo, SuperChannel12","28.720081977572, -100.508130855280",,"http://bit.ly/2ZrrKVZ, http://bit.ly/2LiNtFu",Central America,3
79,51980,Mediterranean,28-Aug-19,2019,Aug,,7.0,7,100.0,,5.0,,Drowning,Unspecified location off the coast of Libya,"Mediterranea Saving Humans, IOM Italy","34.074975531751, 14.804481898594",Central Mediterranean,https://yhoo.it/32c805o,Uncategorized,4
80,51982,Central America,28-Aug-19,2019,Aug,1.0,,1,,,1.0,,Dehydration,"Ranch in Dimmit County, Texas, USA","SuperChannel12, Zócalo","28.411651400000, -99.812493500000",,"http://bit.ly/2jSFdCs, http://bit.ly/2kdDqZ4",Northern America,3
81,51996,South America,28-Aug-19,2019,Aug,1.0,,1,,,1.0,,Suicide,"Zámbiza bridge, north of Quito, Ecuador, while en route to Guayaquil, Ecuador","El Universo, Metro Ecuador","-0.145943800000, -78.445259200000",,"http://bit.ly/2lCdA13, http://bit.ly/2kpKx0F",South America,3
82,51978,Mediterranean,27-Aug-19,2019,Aug,11.0,29.0,40,64.0,1.0,2.0,2.0,Presumed drowing,"Off the coast of Al-Khums, Libya","IOM Libya, MSF, UNHCR","33.186025070051, 14.631463370694",Central Mediterranean,"http://bit.ly/30L8ijo, http://bit.ly/2ZoLQzV, http://bit.ly/2NHVTJp",Uncategorized,4
83,51981,Central America,27-Aug-19,2019,Aug,1.0,,1,,,1.0,,Unknown,"Ciudad Nicolás Romero, State of Mexico, Mexico","La Tribuna, Abriendo Brecha TV","19.616203300000, -99.300118100000",,"https://bit.ly/2lT6K7H, http://bit.ly/2lWcbCL",Central America,3
84,52420,Central America,27-Aug-19,2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.969853700000, -111.427588800000",,http://www.humaneborders.info/,Northern America,5
85,52431,Mediterranean,27-Aug-19,2019,Aug,1.0,,1,18.0,,,,Drowning,"Off the coast of Sfax, Tunisia","Tunis Webdo, Xinhua","34.794857389741, 11.066638902114",Central Mediterranean,"http://bit.ly/2lXZgQs, http://bit.ly/2khKfZq",Uncategorized,3
86,51977,Europe,26-Aug-19,2019,Aug,6.0,,6,10.0,,6.0,,Vehicle Accident,"Near Loutra, Alexandroupoli, Greece",IOM Greece,"40.862794800000, 26.033687200000",,https://bit.ly/2Zh7d6c,Southern Europe,4
87,52421,Central America,26-Aug-19,2019,Aug,1.0,,1,,1.0,,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.586669000000, -111.753637200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
88,51968,Europe,25-Aug-19,2019,Aug,1.0,,1,11.0,1.0,,,Vehicle Accident,"Kupa River, near Slatina Pokupska, Croatia","Police Administration Sisak-Moslavina County, Croatian National Radio Television (HRT) via IOM Croatia","45.482029519751, 16.004001166565",,"https://bit.ly/329RlQd, https://bit.ly/2ZvA5ad, https://bit.ly/2ZdvD0x",Southern Europe,4
89,51974,Central America,24-Aug-19,2019,Aug,1.0,,1,1.0,1.0,,,Dehydration,"Ranch in Dimmit County, Texas, USA","Zócalo, Breitbart","28.411651400000, -99.812493500000",,"http://bit.ly/2LdLp1v, http://bit.ly/30J61p5",Northern America,3
90,51975,Central America,24-Aug-19,2019,Aug,1.0,,1,,,,,Drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",US Border Patrol,"26.166658691056, -98.337147645366",,http://bit.ly/2UfBpcj,Northern America,5
91,51976,Central America,24-Aug-19,2019,Aug,1.0,,1,,,,,Unknown,"Ranch in Kenedy County, Texas, USA",US Border Patrol,"26.869714700000, -97.698227200000",,http://bit.ly/2UfBpcj,Northern America,5
